credits1,credits2,credits_earned1,credits_earned2,session1,winter_ac_standing,GPA_year1,GPA_year2,CGPA_year1,CGPA_year2,totcredits_year1,totcredits_year2,goodstanding_year1,goodstanding_year2,winter_ac_stand_year1,winter_ac_stand_year2,fallreg_year1,fallreg_year2,act_fallreg_year1,act_fallreg_year2,summerreg_year1,summerreg_year2,sex,mtongue,identifier,age_at_entry,bpl_north_america,bpl_asia,canadian,bpl_other,firstyear,yearstodegree,gradin4,gradin5,gradin6,gradin4orcont,cumcredits1,cumcredits2,prog_science,prog_socsci_bus,prog_socscihum,prog_unknown,english,noenglish,french,other_lang,female,male,gpacutoff,dist_from_cut,year2_dist_from_cut,CGPA_final,nextGPA,nextCGPA,probation_year1,probation_year2,probation_summer1,probation_summer2,probation_ever,suspended_year1,suspended_summer1,suspended_year2,suspended_summer2,suspended_ever,loc_campus1,loc_campus2,loc_campus3,all,left_school,gpalscutoff,gpaXgpalscutoff,gpaXgpagrcutoff,gpasqXgpagrcutoff,dist_from_cut_med10,dist_from_cut_med05,dist_from_cut_med025,hsgrade_pct,veryhighHS,highHS,lowHS,maleXhighHS,femaleXhighHS,maleXlowabil,femaleXlowabil,clustervar,summer,gender,birthplace,study_campus,first_language,on_probation_after_1st_year,ever_on_probation,left_university_after_1st_evaluation,ever_suspended,graduated_by_year4,graduated_by_year5,graduated_by_year6,all_students,status
2.5,2.75,2,2.75,20029,PROB,1.3300000429153442,2.880000114440918,1.3300000429153442,2.049999952316284,4.5,4,0,1,PROB,OKAY,1,1,REG,REG,1,0,F,English,146114,19,1,0,1,0,2002,NA,NA,NA,NA,NA,2,4.75,0,0,1,0,1,0,0,0,1,0,1.5,-0.17000000178813934,1.3799999952316284,NA,0.5,-0.04999995231628418,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.16999995708465576,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,45,0,0,1,0,0,0,1,-0.17000000178813934,1,Female,North America,Campus 1,English,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
2.5,2.5,2,2.5,20029,OKAY,1.5,2.450000047683716,1.5,1.9800000190734863,4,3,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,146149,18,1,0,1,0,2002,NA,NA,NA,NA,NA,2,4.5,1,0,0,0,1,0,0,0,1,0,1.5,0,0.949999988079071,NA,0.7999999523162842,0.2200000286102295,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,39,0,0,1,0,0,0,1,0,1,Female,North America,Campus 2,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
4,4,4,4,20039,OKAY,1.7899999618530273,1.5800000429153442,1.7899999618530273,1.6799999475479126,4.5,4.5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,146176,17,1,0,1,0,2003,NA,NA,NA,NA,NA,4,8,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,0.1899999976158142,-0.019999999552965164,NA,-0.019999980926513672,0.07999992370605469,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.18999993801116943,0.03609997779130936,0.15000000596046448,0.17499999701976776,0.19249999523162842,30,0,0,1,0,0,0,1,0.1899999976158142,0,Female,North America,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,3,2.5,3,20019,OKAY,1.659999966621399,1.0499999523162842,1.659999966621399,1.3899999856948853,5,4,1,0,OKAY,PROB,1,1,REG,REG,0,0,F,English,146234,19,1,0,1,0,2001,NA,0,NA,NA,0,2.5,5.5,0,0,1,0,1,0,0,0,1,0,1.5,0.1599999964237213,-0.44999998807907104,NA,-0.4500000476837158,-0.11000001430511475,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.15999996662139893,0.025599990040063858,0.15000000596046448,0.17499999701976776,0.17249999940395355,58,0,1,0,0,1,0,0,0.1599999964237213,0,Female,North America,Campus 1,English,No,Yes,No,No,No,NA,NA,All Students,In Good Standing
2,2.5,1.5,2.5,19979,OKAY,1.649999976158142,NA,1.649999976158142,NA,4,0,1,0,OKAY,,1,0,REG,CANC,0,0,F,English,146268,19,1,0,1,0,1997,5,0,1,1,0,1.5,4,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,0.05000000074505806,NA,2.140000104904175,NA,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,0,1,1,0,0,0,0.04999995231628418,0.0024999952875077724,0.05000000074505806,0.07500000298023224,0.05249999836087227,22,0,0,1,0,0,0,1,0.05000000074505806,0,Female,North America,Campus 3,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
2,3.5,1.5,3.5,20009,OKAY,1.5,2.8399999141693115,1.5,2.259999990463257,4,4,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,146286,19,1,0,1,0,2000,4.5,0,1,NA,0,1.5,5,0,0,1,0,1,0,0,0,1,0,1.5,0,1.340000033378601,2.309999942779541,1.5,0.2999999523162842,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,15,0,0,1,0,0,0,1,0,1,Female,North America,Campus 1,English,No,No,No,No,No,Yes,NA,All Students,In Good Standing
3,2.5,2,2.5,19999,PROB,1.4800000190734863,2.2100000381469727,1.4800000190734863,1.8200000524520874,4.5,4,0,1,PROB,OKAY,1,1,REG,REG,0,1,M,Other,146296,19,1,0,1,0,1999,5.5,0,0,1,1,2,4.5,1,0,0,0,0,1,0,1,0,1,1.5,-0.019999999552965164,0.7099999785423279,NA,0.7100000381469727,0.3200000524520874,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.019999980926513672,0,0,-0.05000000074505806,-0.02500000037252903,-0.007499999832361937,37,0,0,1,0,0,1,0,-0.019999999552965164,0,Male,North America,Campus 1,Other,Yes,Yes,No,No,No,No,Yes,All Students,On Academic Probation
3,3.5,3,3.5,19969,OKAY,1.600000023841858,2.680000066757202,1.600000023841858,2.140000104904175,5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,Other,146301,18,1,0,1,0,1996,4.5,0,1,1,0,3,6.5,0,NA,0,1,0,1,0,1,1,0,1.600000023841858,0,1.0800000429153442,2.3399999141693115,1.0800000429153442,0.5400000810623169,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,8,0,0,1,0,0,0,1,0,0,Female,North America,Campus 3,Other,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
2.5,3.5,2.5,3.5,20039,OKAY,1.659999966621399,2.069999933242798,1.659999966621399,1.8899999856948853,4,5,1,1,OKAY,OKAY,1,1,REG,REG,0,1,F,English,146302,17,1,0,1,0,2003,NA,NA,NA,NA,NA,2.5,6,0,0,1,0,1,0,0,0,1,0,1.5,0.1599999964237213,0.5699999928474426,NA,0.5699999332427979,0.38999998569488525,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.15999996662139893,0.025599990040063858,0.15000000596046448,0.17499999701976776,0.17249999940395355,27,0,0,1,0,0,0,1,0.1599999964237213,0,Female,North America,Campus 1,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,2,2,2,20039,PROB,1.3200000524520874,1.5800000429153442,1.3200000524520874,1.4299999475479126,5,4,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,English,146357,19,1,0,1,0,2003,NA,NA,NA,NA,NA,2,4,0,0,1,0,1,0,0,0,1,0,1.5,-0.18000000715255737,0.07999999821186066,NA,0.08000004291534424,-0.0700000524520874,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,-0.1799999475479126,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,39,0,0,1,0,0,0,1,-0.18000000715255737,0,Female,North America,Campus 1,English,Yes,Yes,No,Yes,NA,NA,NA,All Students,On Academic Probation
2.5,1.5,2,1.5,20029,PROB,1.4299999475479126,2.25,1.4299999475479126,1.7000000476837158,4,2,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,English,146427,18,1,0,1,0,2002,NA,NA,NA,NA,NA,2,3.5,0,0,1,0,1,0,0,0,1,0,1.5,-0.07000000029802322,0.75,NA,0.75,0.20000004768371582,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,2,0,0,1,0,0,0,1,-0.07000000029802322,0,Female,North America,Campus 1,English,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
3,4,3,3.5,20029,OKAY,1.7699999809265137,1.090000033378601,1.7699999809265137,1.4500000476837158,5,4.5,1,0,OKAY,PROB,1,1,REG,REG,0,0,F,English,146430,20,0,0,0,1,2002,NA,NA,NA,NA,NA,3,6.5,1,0,0,0,1,0,0,0,1,0,1.600000023841858,0.17000000178813934,-0.5099999904632568,NA,-0.5099999904632568,-0.1499999761581421,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.16999995708465576,0.028899986296892166,0.15000000596046448,0.17499999701976776,0.17249999940395355,17,0,0,1,0,0,0,1,0.17000000178813934,0,Female,Other,Campus 3,English,No,Yes,No,No,NA,NA,NA,All Students,In Good Standing
2.5,1.5,2.5,1.5,19979,PROB,1.4800000190734863,1.7599999904632568,1.4800000190734863,1.5700000524520874,5,2.5,0,1,PROB,OKAY,1,1,REG,REG,0,1,F,Other,146462,18,1,0,1,0,1997,4,1,1,1,1,2.5,4,0,NA,0,1,0,1,0,1,1,0,1.5,-0.019999999552965164,0.25999999046325684,1.8200000524520874,0.25999999046325684,0.0700000524520874,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.019999980926513672,0,0,-0.05000000074505806,-0.02500000037252903,-0.007499999832361937,85,1,1,0,0,1,0,0,-0.019999999552965164,0,Female,North America,Campus 1,Other,Yes,Yes,No,No,Yes,Yes,Yes,All Students,On Academic Probation
2,1,1.5,1,20009,OKAY,1.5,1.4700000286102295,1.5,1.4900000095367432,4,1.5,1,0,OKAY,PROB,1,1,REG,REG,0,0,F,English,146522,19,1,0,1,0,2000,5.5,0,0,NA,1,1.5,2.5,0,0,1,0,1,0,0,0,1,0,1.5,0,-0.029999999329447746,NA,-0.029999971389770508,-0.009999990463256836,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,24,0,0,1,0,0,0,1,0,0,Female,North America,Campus 1,English,No,Yes,No,No,No,No,NA,All Students,In Good Standing
3,3,2.5,3,19989,PROB,1.3799999952316284,1.8300000429153442,1.3799999952316284,1.6299999952316284,4,5,0,1,PROB,OKAY,1,1,REG,REG,0,0,M,English,146546,19,1,0,1,0,1998,5.5,0,0,1,1,2.5,5.5,0,NA,0,1,1,0,0,0,0,1,1.5,-0.11999999731779099,0.33000001311302185,NA,0.33000004291534424,0.12999999523162842,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.12000000476837158,0,0,-0.15000000596046448,-0.125,-0.10750000178813934,5,0,0,1,0,0,1,0,-0.11999999731779099,0,Male,North America,Campus 2,English,Yes,Yes,No,No,No,No,Yes,All Students,On Academic Probation
2,2.5,1.5,2,19979,OKAY,1.7599999904632568,1.5099999904632568,1.7599999904632568,1.4299999475479126,3.5,4,1,0,OKAY,SUS1,1,1,REG,REG,1,1,M,English,146553,19,1,0,1,0,1997,NA,0,0,0,0,1.5,3.5,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,0.1599999964237213,-0.09000000357627869,NA,-0.9000000357627869,-0.23000001907348633,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.15999996662139893,0.025599990040063858,0.15000000596046448,0.17499999701976776,0.17249999940395355,34,0,0,1,0,0,1,0,0.1599999964237213,1,Male,North America,Campus 3,English,No,Yes,No,Yes,No,No,No,All Students,In Good Standing
2,2,2,2,20029,PROB,1.5800000429153442,NA,1.5800000429153442,NA,4,2,0,0,PROB,,1,1,REG,REG,0,0,M,English,146555,19,1,0,1,0,2002,NA,NA,NA,NA,NA,2,4,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,-0.019999999552965164,NA,NA,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,0,0,1,1,0,1,-0.019999980926513672,0,0,-0.05000000074505806,-0.02500000037252903,-0.007499999832361937,9,0,0,1,0,0,1,0,-0.019999999552965164,0,Male,North America,Campus 3,English,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
2,3,1.5,3,20039,OKAY,1.5800000429153442,2.799999952316284,1.5800000429153442,2.309999942779541,4,5,1,1,OKAY,OKAY,1,1,REG,REG,1,0,F,English,146578,18,1,0,1,0,2003,NA,NA,NA,NA,NA,1.5,4.5,0,0,1,0,1,0,0,0,1,0,1.5,0.07999999821186066,1.2999999523162842,NA,1.7999999523162842,0.26999998092651367,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.08000004291534424,0.006400006823241711,0.05000000074505806,0.07500000298023224,0.0925000011920929,43,0,0,1,0,0,0,1,0.07999999821186066,1,Female,North America,Campus 1,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2,2.5,2,2.5,20009,PROB,1.4299999475479126,1.8300000429153442,1.4299999475479126,1.6299999952316284,4,5,0,1,PROB,OKAY,1,1,REG,REG,0,1,M,English,146680,18,1,0,1,0,2000,4,1,1,NA,1,2,4.5,0,0,1,0,1,0,0,0,0,1,1.5,-0.07000000029802322,0.33000001311302185,1.559999942779541,0.33000004291534424,0.12999999523162842,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,6,0,0,1,0,0,1,0,-0.07000000029802322,0,Male,North America,Campus 2,English,Yes,Yes,No,No,Yes,Yes,NA,All Students,On Academic Probation
2.5,2.5,2.5,2,19969,OKAY,1.659999966621399,1.100000023841858,1.659999966621399,1.3799999952316284,4.5,4.5,1,0,OKAY,PROB,1,1,REG,REG,0,0,F,English,146708,19,1,0,1,0,1996,5,0,1,1,1,2.5,4.5,0,NA,0,1,1,0,0,0,1,0,1.5,0.1599999964237213,-0.4000000059604645,1.9900000095367432,-0.3999999761581421,-0.12000000476837158,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.15999996662139893,0.025599990040063858,0.15000000596046448,0.17499999701976776,0.17249999940395355,37,0,0,1,0,0,0,1,0.1599999964237213,0,Female,North America,Campus 1,English,No,Yes,No,No,No,Yes,Yes,All Students,In Good Standing
5,4.5,4,4.5,20039,PROB,1.4900000095367432,2.380000114440918,1.4900000095367432,1.909999966621399,5,4.5,0,1,PROB,OKAY,1,1,REG,REG,0,1,F,English,146734,17,1,0,1,0,2003,NA,NA,NA,NA,NA,4,8.5,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,-0.10999999940395355,0.7799999713897705,NA,0.7800000905990601,0.309999942779541,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,-0.11000001430511475,0,0,-0.15000000596046448,-0.125,-0.10750000178813934,10,0,0,1,0,0,0,1,-0.10999999940395355,0,Female,North America,Campus 3,English,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
2.5,4,2.5,4,20029,OKAY,1.7599999904632568,2.1600000858306885,1.7599999904632568,1.9600000381469727,4,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,Other,146787,20,1,0,1,0,2002,NA,NA,NA,NA,NA,2.5,6.5,0,NA,0,1,0,1,0,1,0,1,1.600000023841858,0.1599999964237213,0.5600000023841858,NA,0.5600000619888306,0.36000001430511475,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.15999996662139893,0.025599990040063858,0.15000000596046448,0.17499999701976776,0.17249999940395355,1,0,0,1,0,0,1,0,0.1599999964237213,0,Male,North America,Campus 3,Other,No,No,No,No,NA,NA,NA,All Students,In Good Standing
3.5,2,2.5,2,20009,OKAY,1.5299999713897705,2.3499999046325684,1.5299999713897705,1.909999966621399,5,2.5,1,1,OKAY,OKAY,1,1,REG,REG,1,1,M,Other,146793,18,1,0,1,0,2000,NA,0,0,NA,1,2.5,4.5,1,0,0,0,0,1,0,1,0,1,1.5,0.029999999329447746,0.8500000238418579,NA,1.2000000476837158,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.029999971389770508,8.999982965178788e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,57,0,1,0,1,0,0,0,0.029999999329447746,1,Male,North America,Campus 1,Other,No,No,No,No,No,No,NA,All Students,In Good Standing
3.5,0,3,0,20029,OKAY,1.659999966621399,NA,1.659999966621399,NA,5,0,1,0,OKAY,,1,0,REG,FINCA,0,0,F,English,146808,19,1,0,1,0,2002,NA,NA,NA,NA,NA,3,3,1,0,0,0,1,0,0,0,1,0,1.5,0.1599999964237213,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,1,0,1,1,0,0,0.15999996662139893,0.025599990040063858,0.15000000596046448,0.17499999701976776,0.17249999940395355,16,0,0,1,0,0,0,1,0.1599999964237213,0,Female,North America,Campus 2,English,No,No,Yes,No,NA,NA,NA,All Students,In Good Standing
3,0,2,0,20019,PROB,1.3899999856948853,NA,1.3899999856948853,NA,4.5,0,0,0,PROB,,1,0,REG,FINCA,1,0,F,Other,146832,19,1,0,1,0,2001,NA,0,NA,NA,0,2,2,1,0,0,0,0,1,0,1,1,0,1.5,-0.10999999940395355,NA,1.2899999618530273,-0.5,-0.1799999475479126,1,NA,0,NA,1,0,1,NA,NA,1,1,0,0,1,0,1,-0.11000001430511475,0,0,-0.15000000596046448,-0.125,-0.10750000178813934,62,0,1,0,0,1,0,0,-0.10999999940395355,1,Female,North America,Campus 1,Other,Yes,Yes,No,Yes,No,NA,NA,All Students,On Academic Probation
2,3,1.5,3,20009,PROB,1.399999976158142,2.180000066757202,1.399999976158142,1.7899999618530273,4,4,0,1,PROB,OKAY,1,1,REG,REG,1,0,F,English,146839,19,1,0,1,0,2000,NA,0,0,NA,1,1.5,4.5,1,0,0,0,1,0,0,0,1,0,1.5,-0.10000000149011612,0.6800000071525574,NA,0.3500000238418579,-0.009999990463256836,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.10000002384185791,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,62,0,1,0,0,1,0,0,-0.10000000149011612,1,Female,North America,Campus 2,English,Yes,Yes,No,No,No,No,NA,All Students,On Academic Probation
2.5,3,2.5,3,20029,OKAY,1.6200000047683716,2.5199999809265137,1.6200000047683716,2.069999933242798,5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,146928,19,1,0,1,0,2002,NA,NA,NA,NA,NA,2.5,5.5,0,0,1,0,1,0,0,0,0,1,1.5,0.11999999731779099,1.0199999809265137,NA,1.0199999809265137,0.5699999332427979,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.12000000476837158,0.014400000683963299,0.15000000596046448,0.125,0.13249999284744263,21,0,0,1,0,0,1,0,0.11999999731779099,0,Male,North America,Campus 1,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
7,6.75,7,6.75,20009,OKAY,1.75,1.4800000190734863,1.75,1.7400000095367432,5,4,1,1,OKAY,OKAY,1,1,REG,REG,1,1,M,English,146958,19,1,0,1,0,2000,5.5,0,0,NA,0,7,13.75,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,0.15000000596046448,-0.11999999731779099,NA,1.100000023841858,0.309999942779541,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1499999761581421,0.022499993443489075,0.15000000596046448,0.17499999701976776,0.1525000035762787,42,0,0,1,0,0,1,0,0.15000000596046448,1,Male,North America,Campus 3,English,No,No,No,No,No,No,NA,All Students,In Good Standing
4.5,5,4.5,5,20039,OKAY,1.7000000476837158,1.7100000381469727,1.7000000476837158,1.7100000381469727,5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,146996,18,1,0,1,0,2003,NA,NA,NA,NA,NA,4.5,9.5,1,0,0,0,1,0,0,0,1,0,1.600000023841858,0.10000000149011612,0.10999999940395355,NA,0.11000001430511475,0.11000001430511475,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.10000002384185791,0.010000004433095455,0.15000000596046448,0.125,0.11249999701976776,55,0,1,0,0,1,0,0,0.10000000149011612,0,Female,North America,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
3,3,3,3,19969,OKAY,1.5499999523162842,2.5,1.5499999523162842,1.9700000286102295,5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,147047,18,1,0,1,0,1996,5.5,0,0,1,1,3,6,0,NA,0,1,1,0,0,0,0,1,1.5,0.05000000074505806,1,NA,1,0.4700000286102295,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.04999995231628418,0.0024999952875077724,0.05000000074505806,0.07500000298023224,0.05249999836087227,28,0,0,1,0,0,1,0,0.05000000074505806,0,Male,North America,Campus 1,English,No,No,No,No,No,No,Yes,All Students,In Good Standing
2,3.5,2,3,19979,OKAY,1.5,1.659999966621399,1.5,1.5800000429153442,4,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,147215,20,1,0,1,0,1997,4,1,1,1,1,2,5,0,NA,0,1,1,0,0,0,1,0,1.5,0,0.1599999964237213,1.909999966621399,0.15999996662139893,0.08000004291534424,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,10,0,0,1,0,0,0,1,0,0,Female,North America,Campus 2,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
2.5,2,2.5,2,20029,OKAY,1.5399999618530273,2.4800000190734863,1.5399999618530273,2.009999990463257,4,4.5,1,1,OKAY,OKAY,1,1,REG,REG,1,0,M,Other,147216,19,1,0,1,0,2002,NA,NA,NA,NA,NA,2.5,4.5,0,1,1,0,0,1,0,1,0,1,1.5,0.03999999910593033,0.9800000190734863,NA,0.9800000190734863,0.5099999904632568,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.039999961853027344,0.0015999969327822328,0.05000000074505806,0.02500000037252903,0.05249999836087227,43,0,0,1,0,0,1,0,0.03999999910593033,0,Male,North America,Campus 2,Other,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,2,1.5,2,20009,OKAY,1.6200000047683716,2.930000066757202,1.6200000047683716,2.240000009536743,4.5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,Other,147244,18,1,0,1,0,2000,NA,0,0,NA,1,1.5,3.5,0,0,1,0,0,1,0,1,1,0,1.5,0.11999999731779099,1.4299999475479126,NA,1.4300000667572021,0.7400000095367432,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.12000000476837158,0.014400000683963299,0.15000000596046448,0.125,0.13249999284744263,22,0,0,1,0,0,0,1,0.11999999731779099,0,Female,North America,Campus 1,Other,No,No,No,No,No,No,NA,All Students,In Good Standing
2.5,1.5,2.5,1.5,19999,OKAY,1.7200000286102295,NA,1.7200000286102295,NA,5,1.5,1,1,OKAY,OKAY,1,1,REG,REG,0,1,M,English,147251,19,1,0,1,0,1999,5,0,1,1,1,2.5,4,1,0,0,0,1,0,0,0,0,1,1.600000023841858,0.11999999731779099,NA,2.309999942779541,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.12000000476837158,0.014400000683963299,0.15000000596046448,0.125,0.13249999284744263,8,0,0,1,0,0,1,0,0.11999999731779099,0,Male,North America,Campus 3,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
3.5,0,3,0,20039,OKAY,1.7000000476837158,NA,1.7000000476837158,NA,4,0,1,0,OKAY,,1,0,REG,FINCA,0,0,M,English,147297,18,1,0,1,0,2003,NA,NA,NA,NA,NA,3,3,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,0.10000000149011612,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,0,1,1,1,0,0,0.10000002384185791,0.010000004433095455,0.15000000596046448,0.125,0.11249999701976776,44,0,0,1,0,0,1,0,0.10000000149011612,0,Male,North America,Campus 3,English,No,No,Yes,No,NA,NA,NA,All Students,In Good Standing
3,2.5,3,1.5,19989,PROB,1.4700000286102295,0.6200000047683716,1.4700000286102295,1.149999976158142,5,4,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,English,147329,19,1,0,1,0,1998,NA,0,0,0,1,3,4.5,0,NA,0,1,1,0,0,0,1,0,1.5,-0.029999999329447746,-0.8799999952316284,NA,-0.8799999952316284,-0.3500000238418579,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,-0.029999971389770508,0,0,-0.05000000074505806,-0.02500000037252903,-0.027499999850988388,57,0,1,0,0,1,0,0,-0.029999999329447746,0,Female,North America,Campus 1,English,Yes,Yes,No,Yes,No,No,No,All Students,On Academic Probation
3,0,2.5,0,20019,PROB,1.309999942779541,NA,1.309999942779541,NA,4.5,0,0,0,PROB,,1,0,REG,FINCA,1,0,F,English,147340,19,1,0,1,0,2001,NA,0,NA,NA,0,2.5,2.5,1,0,0,0,1,0,0,0,1,0,1.5,-0.1899999976158142,NA,NA,-0.20000004768371582,-0.19000005722045898,1,NA,0,NA,1,0,1,NA,NA,1,0,1,0,1,0,1,-0.19000005722045898,0,0,-0.15000000596046448,-0.17499999701976776,-0.1875,15,0,0,1,0,0,0,1,-0.1899999976158142,1,Female,North America,Campus 2,English,Yes,Yes,No,Yes,No,NA,NA,All Students,On Academic Probation
3.5,3,3,3,20019,OKAY,1.5,1.340000033378601,1.5,1.4600000381469727,4.5,3.5,1,0,OKAY,PROB,1,1,REG,REG,1,0,M,English,147353,19,1,0,1,0,2001,NA,0,NA,NA,1,3,6,0,1,1,0,1,0,0,0,0,1,1.5,0,-0.1599999964237213,1.8799999952316284,0.5,0.04999995231628418,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,25,0,0,1,0,0,1,0,0,1,Male,North America,Campus 1,English,No,Yes,No,No,No,NA,NA,All Students,In Good Standing
2,1.5,1.5,1,19969,PROB,1.3300000429153442,1,1.3300000429153442,1.25,4,3.5,0,0,PROB,SUS1,1,1,REG,REG,1,0,F,Other,147375,18,1,0,1,0,1996,NA,0,0,0,0,1.5,2.5,0,NA,0,1,0,1,0,1,1,0,1.5,-0.17000000178813934,-0.5,NA,0.20000004768371582,-0.12999999523162842,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,-0.16999995708465576,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,6,0,0,1,0,0,0,1,-0.17000000178813934,1,Female,North America,Campus 1,Other,Yes,Yes,No,Yes,No,No,No,All Students,On Academic Probation
2.5,3.5,2.5,3.5,19989,PROB,1.3899999856948853,NA,1.3899999856948853,NA,4,0,0,0,PROB,,1,0,REG,CANC,1,0,F,Other,147395,19,1,0,1,0,1998,3.5,1,1,1,1,2.5,6,0,NA,0,1,0,1,0,1,1,0,1.5,-0.10999999940395355,NA,NA,1.0699999332427979,0.21000003814697266,1,NA,0,NA,1,0,0,NA,NA,0,1,0,0,1,0,1,-0.11000001430511475,0,0,-0.15000000596046448,-0.125,-0.10750000178813934,62,0,1,0,0,1,0,0,-0.10999999940395355,1,Female,North America,Campus 1,Other,Yes,Yes,No,No,Yes,Yes,Yes,All Students,On Academic Probation
